,spend,Impressions,leads,link_clicks,reach,Agency Tiers
4470,32.61,1317,0,8,1187,4
4471,39.9,1732,0,15,1670,4
4472,62.9,2781,1,41,2582,4
4473,16.59,690,1,6,678,4
4474,47.61,1952,1,19,1778,4
4475,150.3,5622,1,28,5214,4
4476,32.37,1899,1,15,1803,4
4477,39.82,1772,1,31,1647,4
4478,164.36,5800,1,37,5426,4
4479,41.05,1581,0,10,1476,4
4480,48.44,1771,1,13,1547,4
4481,24.0,764,1,5,696,4
4482,64.99,2095,0,12,1927,4
4483,16.36,648,1,2,605,4
4484,94.5,5263,1,29,5044,4
4485,49.47,2028,1,18,1752,4
4486,32.37,1676,1,25,1576,4
4487,40.13,1996,1,14,1848,4
4488,24.19,1466,1,6,1356,4
4489,16.04,781,1,9,765,4
4490,38.4,1599,1,9,1585,4
4491,31.92,1982,1,11,1762,4
4492,31.8,920,0,2,823,4
4493,161.97,5072,1,38,4688,4
4494,24.99,821,1,6,749,4
4495,32.26,1442,1,7,1376,4
4496,31.92,1639,1,8,1504,4
4497,32.23,1614,1,8,1442,4
4498,32.22,2040,1,24,1884,4
4499,49.89,2848,1,68,2588,4
4500,40.32,1954,0,23,1894,4
4501,66.01,2630,1,19,2428,4
4502,37.72,1422,1,9,1345,4
4503,39.49,2150,1,14,2068,4
4504,31.66,1208,0,5,1122,4
4505,31.9,1984,1,7,1732,4
4506,69.02,3008,1,56,2631,4
4507,31.42,1943,0,5,1872,4
4508,24.35,884,1,13,859,4
4509,55.01,2632,1,42,2506,4
4510,15.81,933,1,9,873,4
4511,40.4,1406,0,10,1259,4
4512,31.29,1188,1,9,1138,4
4513,37.46,2036,1,49,1893,4
4514,81.09,2925,1,21,2692,4
4515,38.83,1788,0,4,1677,4
4516,24.11,884,1,5,852,4
4517,48.94,2242,1,18,2125,4
4518,36.9,1419,1,11,1315,4
4519,16.06,794,0,7,686,4
4520,47.49,1621,1,11,1524,4
4521,16.1,670,1,7,627,4
4522,44.97,2332,1,20,2201,4
4523,16.65,804,0,1,741,4
4524,31.59,2083,1,8,1917,4
4525,30.93,1364,1,6,1328,4
4526,63.47,2659,0,15,2422,4
4527,32.48,1806,1,9,1604,4
4528,39.46,1623,0,7,1540,4
4529,19.52,809,1,8,777,4
4530,34.48,1802,1,8,1578,4
4531,31.51,1689,1,3,1633,4
4532,15.75,745,1,7,724,4
4533,40.15,1711,1,14,1651,4
4534,64.97,2171,1,16,1982,4
4535,31.76,1456,0,13,1379,4
4536,147.24,4726,0,15,4333,4
4537,16.12,673,1,11,643,4
4538,39.45,1330,1,7,1206,4
4539,96.48,2338,1,14,2026,4
4540,32.55,1527,1,13,1461,4
4541,30.47,1493,0,13,1433,4
4542,41.39,2532,1,13,2283,4
4543,64.85,2296,1,10,2110,4
4544,49.09,2399,1,14,2157,4
4545,65.01,3498,1,19,3376,4
4546,47.59,2454,1,14,2115,4
4547,24.2,741,0,10,700,4
4548,24.11,1504,1,21,1473,4
4549,64.57,3814,1,74,3473,4
4550,39.23,1757,1,19,1690,4
4551,32.45,1118,0,6,1018,4
4552,23.48,623,1,1,599,4
4553,65.76,2778,1,16,2627,4
4554,72.62,3086,1,35,2887,4
4555,32.09,1373,1,10,1294,4
4556,23.81,1259,1,8,1198,4
4557,31.97,1703,1,5,1651,4
4558,37.41,1744,1,54,1642,4
4559,31.4,1380,1,21,1285,4
4560,24.25,884,0,4,790,4
4561,4.54,155,1,2,152,4
4562,33.92,1725,0,11,1584,4
4563,64.36,3004,0,23,2779,4
4564,38.8,1342,1,2,1222,4
4565,37.44,1188,1,10,1093,4
4566,69.03,3330,1,32,3142,4
4567,38.54,1382,1,5,1291,4
4568,45.31,1454,0,8,1243,4
4569,32.2,1813,1,16,1719,4
4570,64.96,3052,1,31,2664,4
4571,40.96,1931,1,12,1852,4
4572,40.19,1496,1,5,1395,4
4573,66.37,3314,1,82,3093,4
4574,66.03,2830,1,28,2555,4
4575,62.51,3112,1,21,2749,4
4576,31.42,1398,1,8,1212,4
4577,32.01,1349,1,11,1256,4
4578,47.64,2058,1,6,1864,4
4579,51.15,2780,1,26,2581,4
4580,24.25,1160,1,8,1102,4
4581,29.95,1405,1,16,1339,4
4582,31.19,1494,0,6,1238,4
4583,20.53,720,1,8,678,4
4584,66.87,3118,0,40,2877,4
4585,33.52,1401,0,9,1270,4
4586,24.04,942,1,6,893,4
4587,37.86,1259,1,3,1165,4
4588,38.83,1629,0,2,1516,4
4589,150.58,6693,1,48,6308,4
4590,25.88,1176,1,22,1138,4
4591,49.25,2308,1,46,2138,4
4592,40.55,2154,1,10,2037,4
4593,4.6,232,0,3,229,4
4594,33.93,1469,1,7,1375,4
4595,40.25,2027,1,11,1892,4
4596,32.57,1408,1,5,1333,4
4597,55.56,1433,1,8,1261,4
4598,140.79,4871,1,36,4575,4
4599,63.42,2231,1,14,2149,4
4600,31.3,1599,1,11,1534,4
4601,5.61,300,1,4,295,4
4602,32.51,994,1,8,934,4
4603,48.89,1995,1,17,1817,4
4604,32.75,1555,1,27,1507,4
4605,48.95,1840,1,14,1627,4
4606,31.4,1644,0,3,1531,4
4607,49.05,1679,1,13,1511,4
4608,34.92,1695,1,17,1583,4
4609,95.23,4806,0,32,4543,4
4610,21.4,1373,0,6,1304,4
4611,31.72,1410,1,13,1368,4
4612,31.82,1496,1,7,1409,4
4613,37.88,1327,1,8,1185,4
4614,30.46,2064,1,21,1998,4
4615,49.67,3153,1,27,2822,4
4616,149.39,5900,1,51,5544,4
4617,43.47,1680,0,17,1569,4
4618,48.37,3318,1,39,2987,4
4619,31.57,1721,0,5,1469,4
4620,62.51,2451,1,12,2261,4
4621,48.17,2686,1,39,2538,4
4622,50.43,2190,1,25,2055,4
4623,40.67,1354,0,1,1298,4
4624,27.65,1337,1,7,1307,4
4625,30.86,1042,0,11,998,4
4626,65.28,3137,1,37,2879,4
4627,49.7,1819,1,12,1643,4
4628,24.05,1020,0,7,933,4
4629,23.71,1089,0,8,1025,4
4630,33.26,1633,1,12,1388,4
4631,41.02,2125,1,11,1998,4
4632,32.29,2141,1,20,2089,4
4633,15.85,656,0,6,631,4
4634,49.37,1743,0,7,1605,4
4635,21.93,812,0,15,781,4
4636,15.34,679,0,3,640,4
4637,24.38,1314,1,8,1200,4
4638,28.02,1237,1,24,1192,4
4639,24.58,876,1,4,808,4
4640,144.67,5285,1,50,4818,4
4641,47.87,2052,1,9,1958,4
4642,38.59,1635,1,18,1609,4
4643,48.99,2388,1,12,2167,4
4644,31.77,1598,0,10,1557,4
4645,26.13,1684,1,29,1641,4
4646,32.35,1303,1,8,1133,4
4647,49.1,1273,1,12,1139,4
4648,71.3,3102,1,26,2793,4
4649,85.88,3474,1,15,3286,4
4650,56.5,2573,1,16,2418,4
4651,31.59,876,0,11,828,4
4652,23.36,1378,0,3,1300,4
4653,32.41,2224,1,5,2107,4
4654,23.39,1079,0,6,964,4
4655,24.57,790,1,5,694,4
4656,31.96,1728,1,14,1669,4
4657,24.4,1069,1,17,991,4
4658,71.49,3161,1,28,2827,4
4659,23.84,944,1,4,790,4
4660,76.77,3375,1,16,3216,4
4661,29.75,1276,0,14,1197,4
4662,16.38,693,1,9,674,4
4663,49.18,2281,1,23,2069,4
4664,48.29,1925,1,27,1690,4
4665,38.1,1773,0,7,1627,4
4666,33.28,1625,0,8,1474,4
4667,41.56,1787,1,22,1644,4
4668,48.32,1728,1,15,1657,4
4669,32.14,1203,0,7,1115,4
4670,31.35,1214,1,4,1147,4
4671,20.06,657,0,5,592,4
4672,49.57,1908,1,25,1674,4
4673,32.25,1423,1,6,1279,4
4674,71.74,3885,1,32,3720,4
4675,47.5,2052,1,4,1961,4
4676,58.05,3087,1,48,2820,4
4677,49.26,2238,1,15,1999,4
4678,31.54,1404,1,13,1221,4
4679,27.14,1209,1,20,1057,4
4680,43.97,1331,1,4,1221,4
4681,24.26,850,1,13,752,4
4682,31.78,1462,0,4,1314,4
4683,35.28,1601,1,10,1490,4
4684,15.89,820,0,4,764,4
4685,32.0,916,1,14,885,4
4686,15.76,611,0,3,568,4
4687,48.64,3122,1,23,2767,4
4688,30.64,1508,1,20,1439,4
4689,32.3,1308,1,9,1168,4
4690,40.02,1165,1,9,1107,4
4691,31.14,1098,1,9,935,4
4692,24.21,1570,1,5,1423,4
4693,41.16,2427,1,23,2217,4
4694,43.3,1376,1,5,1237,4
4695,62.65,2143,1,22,1993,4
4696,15.92,664,1,9,651,4
4697,23.87,1934,1,4,1835,4
4698,33.78,2031,1,20,1942,4
4699,48.15,2004,1,18,1736,4
4700,31.36,1082,1,5,1022,4
4701,86.16,3715,1,21,3472,4
4702,32.6,1941,1,19,1782,4
4703,48.99,1797,0,10,1641,4
4704,15.66,775,0,5,717,4
4705,22.62,1160,1,6,1062,4
4706,20.28,781,1,10,740,4
4707,96.39,3403,1,48,3078,4
4708,32.68,2001,0,5,1943,4
4709,23.82,670,0,3,615,4
4710,37.02,2196,1,18,2059,4
4711,23.73,1263,0,5,1171,4
4712,29.96,1512,1,14,1417,4
4713,23.19,1113,1,6,1004,4
4714,30.98,1469,1,15,1333,4
4715,23.28,1047,1,6,977,4
4716,32.37,1442,1,15,1301,4
4717,24.35,979,0,8,906,4
4718,35.3,2055,1,63,1861,4
4719,80.07,2546,1,31,2407,4
4720,64.8,2729,1,33,2579,4
4721,58.54,2272,0,22,2184,4
4722,41.37,1206,0,5,1125,4
4723,32.01,1468,0,6,1356,4
4724,144.72,4522,0,25,3932,4
4725,31.36,1068,0,9,966,4
4726,23.87,1387,1,13,1284,4
4727,31.8,2562,1,22,2319,4
4728,31.97,1699,0,10,1633,4
4729,50.29,2369,0,18,2194,4
4730,20.1,725,0,6,707,4
4731,32.15,1410,1,9,1349,4
4732,40.81,961,1,5,897,4
4733,39.16,1607,1,12,1509,4
4734,19.95,881,1,5,830,4
4735,31.55,2060,1,10,1950,4
4736,15.85,681,0,5,616,4
4737,31.46,1479,1,11,1395,4
4738,48.23,1858,1,16,1733,4
4739,38.3,1424,0,10,1365,4
4740,33.21,1479,0,5,1430,4
4741,38.52,1318,1,4,1178,4
4742,85.41,3090,1,17,2862,4
4743,37.8,1576,0,5,1522,4
4744,32.66,1167,1,11,1090,4
4745,31.66,1195,1,2,1123,4
4746,48.68,2125,1,24,1838,4
4747,41.23,2129,1,17,1974,4
4748,32.1,1401,1,11,1298,4
4749,24.24,1941,1,11,1834,4
4750,37.63,1489,1,10,1377,4
4751,144.52,3697,1,13,3492,4
4752,32.04,2061,1,20,1973,4
4753,40.22,1327,1,10,1241,4
4754,144.88,5641,1,20,5239,4
4755,48.38,2464,1,17,2340,4
4756,10.2,410,1,4,387,4
4757,31.29,1470,1,9,1426,4
4758,31.25,1180,1,8,1088,4
4759,65.51,3278,1,41,3091,4
4760,43.55,2122,1,21,2039,4
4761,96.96,2816,1,27,2644,4
4762,26.03,1627,0,13,1584,4
4763,64.12,2187,1,10,2025,4
4764,24.34,1015,1,10,1002,4
4765,41.28,1903,0,17,1781,4
4766,31.63,1223,1,6,1120,4
4767,63.5,1969,1,16,1815,4
4768,40.15,1300,0,4,1210,4
4769,49.88,3448,1,45,3225,4
4770,39.32,1740,1,15,1685,4
4771,32.43,1800,1,6,1606,4
4772,15.28,669,1,2,625,4
4773,24.75,551,0,3,522,4
4774,31.04,2051,0,5,1778,4
4775,32.25,1610,0,6,1432,4
4776,106.76,3535,1,32,3094,4
4777,38.42,1314,0,4,1204,4
4778,31.1,1613,1,12,1553,4
4779,32.09,1418,1,22,1349,4
4780,26.19,1306,1,7,1223,4
4781,39.22,2032,1,8,1945,4
4782,15.78,786,1,1,743,4
4783,23.47,1617,1,5,1500,4
4784,22.23,863,0,20,785,4
4785,30.55,1368,1,13,1274,4
4786,16.08,745,0,4,742,4
4787,23.41,1523,0,12,1410,4
4788,31.25,1329,1,10,1284,4
4789,32.22,1188,1,8,1132,4
4790,41.51,1920,1,17,1829,4
4791,32.16,1585,1,16,1376,4
4792,14.43,455,0,1,432,4
4793,39.67,1504,0,8,1453,4
4794,63.77,3088,1,20,2750,4
4795,49.4,2277,1,40,2087,4
4796,16.12,631,1,6,585,4
4797,24.17,1438,1,13,1402,4
4798,32.88,1697,0,8,1485,4
4799,41.71,1842,1,11,1749,4
4800,31.42,1442,1,6,1301,4
4801,35.1,1288,1,8,1133,4
4802,39.32,1125,1,7,1022,4
4803,31.71,1753,0,19,1663,4
4804,40.13,2452,1,6,2295,4
4805,16.36,1065,1,7,1003,4
4806,19.36,528,1,4,482,4
4807,39.38,1284,0,4,1215,4
4808,48.86,2774,1,24,2668,4
4809,16.13,738,1,4,687,4
4810,49.87,1921,1,15,1724,4
4811,65.23,3114,1,23,2763,4
4812,23.97,1083,1,6,1015,4
4813,38.69,1359,1,6,1249,4
4814,47.96,2082,1,9,1799,4
4815,47.5,2483,1,19,2320,4
4816,31.97,1554,0,7,1459,4
4817,32.21,1717,1,13,1588,4
4818,23.9,1538,0,23,1478,4
4819,0.0,0,0,0,0,4
4820,87.97,3452,1,24,3161,4
4821,54.04,2104,1,23,1982,4
4822,69.44,2382,1,17,2148,4
4823,32.94,1234,1,4,1200,4
4824,144.67,4617,1,37,4328,4
4825,25.16,863,0,4,848,4
4826,37.23,2095,1,37,1966,4
4827,49.87,1832,1,17,1682,4
4828,31.91,1354,1,5,1262,4
4829,32.2,1217,1,9,1183,4
4830,19.14,562,0,2,509,4
4831,32.55,1668,0,17,1577,4
4832,32.22,1839,0,3,1683,4
4833,64.66,2606,1,15,2513,4
4834,48.16,1051,0,4,986,4
4835,93.22,4230,1,23,4109,4
4836,18.67,887,1,13,773,4
4837,32.37,2018,1,14,1920,4
4838,49.72,1324,1,11,1157,4
4839,65.67,2661,1,13,2458,4
4840,50.3,1741,0,6,1686,4
4841,49.23,2582,1,23,2379,4
4842,30.22,1339,1,18,1274,4
4843,48.16,2084,1,31,1863,4
4844,50.06,1498,1,15,1379,4
4845,32.33,1038,0,11,965,4
4846,31.55,1345,1,15,1231,4
4847,49.64,1871,1,9,1640,4
4848,59.37,2631,1,28,2342,4
4849,31.26,1616,0,0,1423,4
4850,16.35,774,1,13,743,4
4851,49.1,1784,1,15,1509,4
4852,40.51,1935,1,26,1831,4
4853,56.74,1133,0,9,991,4
4854,53.67,1599,0,7,1443,4
4855,47.8,1806,1,16,1560,4
4856,24.07,940,0,2,836,4
4857,39.38,1852,0,11,1775,4
4858,32.9,1403,1,14,1308,4
4859,54.56,2735,1,14,2584,4
4860,41.53,1914,0,11,1788,4
4861,64.44,2158,1,9,2001,4
4862,50.12,2313,1,14,2147,4
4863,25.82,889,1,14,806,4
4864,49.26,2169,1,31,2079,4
4865,46.68,2364,1,29,2262,4
4866,39.63,1987,1,25,1783,4
4867,32.67,1068,1,5,951,4
4868,32.45,1689,1,11,1599,4
4869,62.8,2130,0,24,1987,4
4870,32.54,1738,1,11,1653,4
4871,64.04,2633,1,16,2490,4
4872,31.94,1352,0,9,1301,4
4873,39.68,1689,1,12,1372,4
4874,65.39,2857,1,20,2718,4
4875,73.59,4494,1,54,4050,4
4876,38.09,1853,1,17,1815,4
4877,16.05,837,0,4,776,4
4878,39.63,2053,0,11,1902,4
4879,48.7,2408,1,28,2217,4
4880,24.05,1341,0,1,1205,4
4881,30.48,2100,1,4,2004,4
4882,21.49,588,0,5,539,4
4883,23.85,1474,0,9,1277,4
4884,40.16,1674,0,11,1495,4
4885,23.78,1421,1,4,1308,4
4886,16.13,621,0,4,569,4
4887,40.66,1817,1,19,1707,4
4888,30.7,1376,1,13,1325,4
4889,20.61,715,0,1,610,4
4890,27.69,953,0,3,884,4
4891,26.64,1934,1,14,1901,4
4892,32.99,1452,1,13,1388,4
4893,23.89,1165,1,12,1055,4
4894,12.5,635,1,3,584,4
4895,49.8,2542,1,49,2374,4
4896,40.58,1892,1,17,1828,4
4897,32.13,2185,1,26,2063,4
4898,24.19,998,1,6,913,4
4899,70.52,3394,1,27,3051,4
4900,65.23,2769,1,33,2485,4
4901,49.0,2193,1,10,2000,4
4902,41.29,2794,1,36,2567,4
4903,39.51,1720,1,7,1589,4
4904,24.05,1297,1,26,1095,4
4905,32.88,2161,1,16,1967,4
4906,40.25,2246,1,17,2206,4
4907,16.06,746,0,3,669,4
4908,24.04,921,0,7,887,4
4909,56.88,1476,0,5,1337,4
4910,25.07,1275,1,10,1152,4
4911,31.56,1420,1,15,1241,4
4912,37.86,1950,1,11,1836,4
4913,32.72,1442,1,6,1377,4
4914,50.92,1757,1,15,1494,4
4915,32.61,1845,1,16,1687,4
4916,64.22,1932,1,12,1767,4
4917,80.78,2766,1,25,2517,4
4918,32.1,1387,1,8,1235,4
4919,64.12,4329,1,32,4047,4
4920,32.19,1139,1,6,1087,4
4921,31.08,1706,1,10,1647,4
4922,30.28,884,0,7,807,4
4923,47.31,2105,0,11,1989,4
4924,64.97,3506,1,47,3225,4
4925,33.67,1536,1,10,1284,4
4926,49.18,1317,1,19,1245,4
4927,110.2,5049,1,47,4648,4
4928,49.08,3028,1,44,2870,4
4929,37.1,2252,1,34,2018,4
4930,38.34,1557,1,17,1502,4
4931,31.9,1723,1,25,1648,4
4932,23.25,1445,0,5,1311,4
4933,50.23,1988,1,10,1900,4
4934,45.27,2761,1,38,2571,4
4935,24.93,1319,0,14,1267,4
4936,32.11,1698,1,12,1595,4
4937,20.0,703,1,4,679,4
4938,63.49,3471,1,69,3175,4
4939,32.58,1796,1,18,1701,4
4940,32.74,969,1,9,850,4
4941,33.24,1580,1,17,1414,4
4942,32.24,1391,1,9,1340,4
4943,32.02,1294,1,10,1220,4
4944,32.24,1281,1,8,1203,4
4945,74.91,3868,1,42,3556,4
4946,32.37,2091,1,13,2023,4
4947,31.91,1269,1,5,1155,4
4948,38.37,1480,1,11,1381,4
4949,37.79,1463,1,8,1305,4
4950,32.19,1728,1,6,1642,4
4951,30.8,1345,0,12,1260,4
4952,31.52,966,0,6,874,4
4953,48.95,2212,1,23,2036,4
4954,147.1,8262,1,61,7819,4
4955,26.2,1583,1,12,1519,4
4956,25.42,929,0,3,882,4
4957,56.45,2853,1,15,2672,4
4958,15.63,1034,1,12,1012,4
4959,26.02,695,1,13,662,4
4960,32.58,1867,1,21,1759,4
4961,49.98,1434,1,4,1293,4
4962,65.57,2487,1,26,2153,4
4963,15.52,661,1,9,646,4
4964,47.77,1806,1,7,1657,4
4965,49.63,1368,1,10,1221,4
4966,17.93,1008,1,8,990,4
4967,16.06,943,1,13,861,4
4968,36.82,1947,1,17,1816,4
4969,43.06,1433,1,10,1280,4
4970,24.05,865,0,4,789,4
4971,32.22,944,0,3,868,4
4972,15.94,839,1,6,763,4
4973,49.69,1332,0,18,1226,4
4974,32.15,1721,1,9,1609,4
4975,34.29,2366,0,6,2044,4
4976,24.2,914,1,7,877,4
4977,24.6,1225,1,4,1159,4
4978,32.36,1290,0,6,1184,4
4979,33.46,860,0,6,782,4
4980,36.79,1931,1,23,1799,4
4981,31.56,1663,1,19,1571,4
4982,33.25,1784,0,12,1611,4
4983,16.08,848,1,9,792,4
4984,27.66,1168,0,1,1135,4
4985,45.88,2135,1,15,2004,4
4986,42.27,2061,1,8,1891,4
4987,63.93,2080,1,7,1945,4
4988,15.93,1034,1,1,968,4
4989,46.81,1531,1,10,1384,4
4990,41.6,1938,1,16,1829,4
4991,50.14,1797,0,17,1656,4
4992,50.02,1893,1,6,1678,4
4993,29.57,1388,0,11,1254,4
4994,34.61,1268,1,7,1228,4
4995,0.0,0,0,0,0,4
4996,25.11,1358,1,10,1269,4
4997,32.96,1248,0,13,1106,4
4998,50.46,1785,1,23,1608,4
4999,48.06,2006,1,15,1738,4
5000,37.29,1779,1,45,1663,4
5001,25.18,1309,1,13,1213,4
5002,48.34,2371,1,20,2259,4
5003,66.2,3298,1,35,2806,4
5004,32.95,970,1,8,867,4
5005,16.38,749,1,12,644,4
5006,31.91,1601,0,8,1405,4
5007,31.91,2014,1,8,1819,4
5008,38.99,2097,1,14,1984,4
5009,48.71,2357,1,20,2160,4
5010,49.36,2029,1,22,1897,4
5011,31.77,1144,1,14,1033,4
5012,74.85,4663,1,27,4412,4
5013,49.51,2349,1,14,2143,4
5014,31.52,1931,1,6,1861,4
5015,32.21,1505,1,13,1380,4
5016,25.25,1018,0,20,947,4
5017,40.87,1368,0,18,1280,4
5018,96.8,3334,0,96,2982,4
5019,41.48,1605,1,4,1456,4
5020,32.01,1836,1,9,1768,4
5021,16.12,627,1,10,586,4
5022,16.14,691,1,10,683,4
5023,49.19,2192,1,27,2079,4
5024,33.35,1255,0,14,1151,4
5025,25.94,865,1,8,810,4
5026,107.1,2650,1,58,2366,4
5027,24.48,1450,1,13,1404,4
5028,83.22,3833,1,19,3486,4
5029,46.08,2745,1,19,2449,4
5030,50.41,2001,1,10,1805,4
5031,150.71,6310,1,39,5634,4
5032,46.8,2521,1,16,2259,4
5033,37.15,1640,1,11,1524,4
5034,32.8,1982,1,14,1821,4
5035,147.88,4822,1,39,4535,4
5036,49.18,2030,1,19,1965,4
5037,39.74,1140,0,7,1070,4
5038,146.9,6210,1,43,5623,4
5039,49.39,2161,1,40,1981,4
5040,31.97,1225,1,13,1156,4
5041,48.71,1987,1,19,1833,4
5042,32.2,2224,1,12,2134,4
5043,33.4,1503,1,15,1436,4
5044,26.2,1556,1,37,1506,4
5045,32.13,1095,0,4,1017,4
5046,24.27,1412,1,5,1284,4
5047,47.45,1599,1,8,1437,4
5048,26.27,1093,1,14,1067,4
5049,63.49,2678,1,21,2451,4
5050,36.7,1334,1,9,1238,4
5051,23.53,660,0,4,582,4
5052,30.97,1828,1,16,1753,4
5053,17.32,605,1,4,591,4
5054,148.85,5297,1,81,4970,4
5055,23.23,1279,1,11,1196,4
5056,31.51,1652,1,14,1436,4
5057,28.96,1284,1,10,1251,4
5058,23.73,1128,0,16,1045,4
5059,145.69,5415,1,32,5131,4
5060,32.34,850,1,4,804,4
5061,48.65,1449,0,10,1184,4
5062,32.26,1157,0,9,1057,4
5063,29.97,1215,1,10,1154,4
5064,47.75,2008,1,14,1591,4
5065,30.84,1351,0,19,1228,4
5066,49.62,2383,0,25,2235,4
5067,24.92,1353,1,15,1320,4
5068,20.34,1018,1,14,945,4
5069,41.13,2639,1,10,2371,4
5070,25.48,942,1,7,874,4
5071,33.73,1671,0,10,1581,4
5072,22.57,558,1,4,547,4
5073,16.31,709,1,17,660,4
5074,31.63,2277,1,26,2134,4
5075,40.92,1726,1,20,1616,4
5076,49.23,1768,1,13,1590,4
5077,32.72,1488,1,12,1322,4
5078,30.9,888,1,5,852,4
5079,97.95,4988,1,25,4710,4
5080,30.95,1252,0,2,1119,4
5081,146.48,5099,1,14,4872,4
5082,40.59,1979,1,10,1780,4
5083,38.27,1614,1,5,1502,4
5084,38.73,1721,1,8,1614,4
5085,32.52,1549,1,11,1434,4
5086,113.23,5619,1,50,5213,4
5087,31.1,1818,0,12,1687,4
5088,37.86,1557,1,27,1470,4
5089,62.73,3787,1,65,3248,4
5090,37.52,1665,1,44,1588,4
5091,32.23,1354,1,7,1164,4
5092,36.14,1551,1,15,1457,4
5093,49.78,3140,1,30,3010,4
5094,74.4,4771,1,37,4588,4
5095,32.36,2138,1,39,2086,4
5096,32.4,1135,0,8,1045,4
5097,15.89,741,0,5,737,4
5098,27.74,1343,1,7,1317,4
5099,49.65,1928,1,17,1730,4
5100,15.61,787,1,4,774,4
5101,31.82,1056,1,10,1011,4
5102,24.04,917,1,6,870,4
5103,31.83,1245,1,11,1180,4
5104,39.06,1839,1,9,1724,4
5105,23.29,828,1,6,749,4
5106,16.39,824,1,7,769,4
5107,72.83,5360,1,48,4985,4
5108,31.24,1796,1,14,1709,4
5109,133.13,5551,1,27,5178,4
5110,38.48,1717,0,12,1584,4
5111,31.8,1516,1,9,1325,4
5112,31.92,980,1,7,937,4
5113,49.68,1949,1,22,1842,4
5114,49.13,1618,1,15,1478,4
5115,96.72,3831,1,31,3558,4
5116,31.98,1871,1,8,1815,4
5117,24.3,1423,1,8,1349,4
5118,30.71,1414,1,5,1377,4
5119,65.11,3339,1,48,3075,4
5120,28.65,1357,1,23,1288,4
5121,32.09,1781,1,23,1642,4
5122,49.28,1933,0,19,1789,4
5123,24.55,1077,1,3,968,4
5124,32.1,1357,1,8,1233,4
5125,48.95,1463,0,6,1392,4
5126,31.23,1387,0,7,1134,4
5127,39.78,2137,1,44,2053,4
5128,83.69,2491,1,30,2159,4
5129,23.85,1232,1,25,1149,4
5130,29.08,1218,0,12,1181,4
5131,82.41,2260,1,35,1987,4
5132,49.75,1697,1,17,1552,4
5133,47.7,1942,1,18,1846,4
5134,15.47,498,1,16,469,4
5135,39.24,1469,1,11,1409,4
5136,64.99,2661,1,22,2541,4
5137,16.99,864,1,14,776,4
5138,41.31,1643,1,18,1492,4
5139,15.91,843,0,7,830,4
5140,39.22,1426,1,19,1363,4
5141,41.77,2051,1,17,1888,4
5142,48.72,1732,0,8,1475,4
5143,15.2,801,0,4,752,4
5144,24.39,1462,1,14,1370,4
5145,23.25,828,1,6,806,4
5146,23.95,1124,0,5,1007,4
5147,41.68,2344,1,7,2231,4
5148,49.44,2420,1,17,2318,4
5149,39.06,1209,1,13,1091,4
5150,47.24,2022,1,24,1863,4
5151,48.72,1812,1,16,1652,4
5152,32.02,1415,1,11,1302,4
5153,25.75,1183,1,21,1129,4
5154,20.3,808,1,6,776,4
5155,31.72,1500,0,12,1383,4
5156,49.08,2009,0,8,1760,4
5157,30.93,1397,0,15,1278,4
5158,31.77,1154,0,18,1046,4
5159,28.79,1140,1,16,1113,4
5160,32.5,1498,1,5,1318,4
5161,32.42,1285,1,12,1243,4
5162,39.34,1447,0,5,1353,4
5163,25.68,1281,0,12,1109,4
5164,55.1,1333,0,8,1235,4
5165,16.29,669,1,10,652,4
5166,48.43,2761,1,26,2510,4
5167,48.74,2457,1,33,2312,4
5168,31.97,1064,0,4,960,4
5169,16.19,937,0,4,883,4
5170,49.99,1865,1,13,1678,4
5171,32.0,1542,1,10,1504,4
5172,40.2,2362,1,21,2202,4
5173,47.98,2417,1,23,2268,4
5174,29.18,1123,1,11,1067,4
5175,34.02,1303,0,11,1245,4
5176,15.98,563,1,4,544,4
5177,46.77,1794,1,15,1426,4
5178,37.97,1221,0,12,1106,4
5179,26.21,1393,1,19,1335,4
5180,37.38,1381,1,27,1307,4
5181,43.52,2058,1,13,1875,4
5182,48.08,1808,0,27,1657,4
5183,98.88,3487,1,18,3206,4
5184,49.29,1573,1,9,1427,4
5185,24.0,887,0,11,854,4
5186,23.55,1202,0,4,1127,4
5187,80.43,2294,1,15,2108,4
5188,32.23,1643,1,10,1509,4
5189,59.92,2430,1,16,2217,4
5190,32.91,2143,0,6,1980,4
5191,33.0,1616,0,10,1495,4
5192,31.52,1104,0,2,1018,4
5193,47.62,2090,0,35,1864,4
5194,64.49,2785,1,23,2689,4
5195,24.46,1051,0,9,972,4
5196,0.0,0,0,0,0,4
5197,16.54,758,1,6,686,4
5198,63.6,2570,1,11,2415,4
5199,49.68,2182,1,41,2048,4
5200,15.27,689,0,13,627,4
5201,50.19,1780,0,8,1576,4
5202,32.02,1242,1,12,1155,4
5203,38.89,1269,0,8,1194,4
5204,16.16,693,1,9,674,4
5205,47.11,1234,1,9,1131,4
5206,28.33,1308,1,33,1256,4
5207,73.14,3431,1,29,3285,4
5208,74.82,5140,1,46,4818,4
5209,49.52,2405,1,29,2219,4
5210,49.33,2329,0,22,2240,4
5211,40.39,1821,0,5,1668,4
5212,40.36,1913,0,7,1783,4
5213,0.0,0,0,0,0,4
5214,15.7,1007,1,3,952,4
5215,32.12,1740,1,13,1626,4
5216,38.86,1467,1,11,1393,4
5217,30.87,1692,1,12,1618,4
5218,24.9,898,0,9,820,4
